train/learning_rate,train/actor_loss,train/ent_coef,train/critic_loss,rollout/ep_rew_mean,train/ent_coef_loss,time/time_elapsed,train/n_updates,time/episodes,rollout/ep_len_mean,time/fps,time/total_timesteps
0.0003,-5.260062217712402,0.009267482906579971,0.443526029586792,14.977791654761905,-12.52886962890625,1681,16699,84,200.0,9,16800
0.0003,-5.349196910858154,0.00907239131629467,0.3187338709831238,15.17829825882353,-2.3237547874450684,1701,16899,85,200.0,9,17000
0.0003,-5.573635101318359,0.008933027274906635,0.3005176782608032,16.29046622093023,-4.044009208679199,1721,17099,86,200.0,9,17200
0.0003,-5.765659809112549,0.0088306600227952,0.5423426628112793,17.182373172413794,-2.5069198608398438,1741,17299,87,200.0,9,17400
0.0003,-5.952744960784912,0.008784370496869087,0.4483006000518799,18.676534329545454,2.299635171890259,1761,17499,88,200.0,9,17600
0.0003,-5.712674140930176,0.008783929981291294,0.5238227844238281,19.326949898876403,2.502624750137329,1781,17699,89,200.0,9,17800
0.0003,-6.362966537475586,0.008870541118085384,0.4905654191970825,20.625211477777775,4.354305267333984,1801,17899,90,200.0,9,18000
0.0003,-6.267311096191406,0.008947688154876232,0.3538815975189209,21.880734901098897,6.285473346710205,1821,18099,91,200.0,9,18200
0.0003,-6.146270751953125,0.00909284595400095,0.6455703973770142,23.254155532608692,3.1084485054016113,1841,18299,92,200.0,9,18400
0.0003,-6.8391947746276855,0.009329237043857574,0.6571869850158691,24.564303698924725,2.5875802040100098,1861,18499,93,200.0,9,18600
0.0003,-6.235343933105469,0.009606433100998402,0.4315595030784607,24.975742882978718,8.497076988220215,1881,18699,94,200.0,9,18800
0.0003,-7.015575885772705,0.00989457219839096,1.0301740169525146,26.111521978947362,7.035369396209717,1901,18899,95,200.0,9,19000
0.0003,-8.287450790405273,0.010221363045275211,0.6723886728286743,26.164484812499996,10.620741844177246,1921,19099,96,200.0,9,19200
0.0003,-7.539208889007568,0.010557834059000015,1.2015843391418457,26.42255853608247,7.345968246459961,1941,19299,97,200.0,9,19400
0.0003,-7.433024883270264,0.010873359628021717,0.8087069988250732,26.528460877551016,1.031320333480835,1961,19499,98,200.0,9,19600
0.0003,-8.078582763671875,0.01130024716258049,1.4741053581237793,26.867364161616155,4.674540996551514,1981,19699,99,200.0,9,19800
0.0003,-8.396559715270996,0.011687622405588627,1.3872158527374268,26.477065639999996,-1.276556372642517,2001,19899,100,200.0,9,20000
0.0003,-9.480926513671875,0.012156698852777481,0.7885881662368774,26.44247949,7.354846954345703,2021,20099,101,200.0,9,20200
0.0003,-9.344879150390625,0.012659220024943352,1.1227809190750122,26.49369106,2.648320198059082,2041,20299,102,200.0,9,20400
0.0003,-9.523536682128906,0.013142569921910763,3.3094215393066406,26.58651326,3.194739580154419,2061,20499,103,200.0,9,20600
0.0003,-9.511075019836426,0.013551641255617142,1.756298303604126,26.690998649999997,-0.39886200428009033,2082,20699,104,200.0,9,20800
0.0003,-10.057244300842285,0.01381604466587305,1.3654630184173584,26.614372759999995,1.6313564777374268,2102,20899,105,200.0,9,21000
0.0003,-10.361437797546387,0.013974864967167377,1.6171350479125977,26.20428785,2.0841097831726074,2122,21099,106,200.0,9,21200
0.0003,-9.76604175567627,0.014130800031125546,1.927511215209961,26.021061549999995,2.18015193939209,2142,21299,107,200.0,9,21400
0.0003,-10.53785514831543,0.014207783155143261,2.8163938522338867,25.80235489,1.383085012435913,2162,21499,108,200.0,9,21600
0.0003,-9.699225425720215,0.014330267906188965,4.985319137573242,25.244892090000004,0.668307363986969,2182,21699,109,200.0,9,21800
0.0003,-9.498291015625,0.014278232119977474,0.9188454747200012,25.25600266,-3.8855140209198,2202,21899,110,200.0,9,22000
0.0003,-10.4873685836792,0.014002466574311256,0.9163148403167725,25.25259137,3.8635365962982178,2222,22099,111,200.0,9,22200
0.0003,-9.349687576293945,0.013898998498916626,0.9633464813232422,25.382361069999998,-0.12191933393478394,2242,22299,112,200.0,9,22400
0.0003,-9.751506805419922,0.013717204332351685,1.228226900100708,25.264321689999996,1.787975788116455,2262,22499,113,200.0,9,22600
0.0003,-10.680215835571289,0.013359934091567993,1.8097625970840454,25.50800775999999,0.426584392786026,2282,22699,114,200.0,9,22800
0.0003,-9.430185317993164,0.013193323276937008,1.0443930625915527,25.53184538,1.1402618885040283,2302,22899,115,200.0,9,23000
0.0003,-10.150250434875488,0.012960104271769524,0.7321067452430725,25.626597289999996,-2.8110275268554688,2322,23099,116,200.0,9,23200
0.0003,-9.360227584838867,0.012785401195287704,0.8165277242660522,26.16791419,2.325517416000366,2342,23299,117,200.0,9,23400
0.0003,-9.449554443359375,0.012582764960825443,0.5658473968505859,26.40643872,0.4464524984359741,2362,23499,118,200.0,9,23600
0.0003,-8.841113090515137,0.012517821975052357,1.6053528785705566,26.755404290000005,1.7906546592712402,2382,23699,119,200.0,9,23800
0.0003,-9.328185081481934,0.012603746727108955,0.8529987335205078,26.40795799000001,3.335522413253784,2402,23899,120,200.0,9,24000
0.0003,-9.550140380859375,0.012585105374455452,0.6927974224090576,26.518076520000008,-1.9334161281585693,2422,24099,121,200.0,9,24200
0.0003,-9.641916275024414,0.012494266964495182,0.6604074239730835,26.586830070000005,-5.083811283111572,2442,24299,122,200.0,9,24400
0.0003,-9.280805587768555,0.01237992849200964,0.8551483750343323,25.95531566,0.9417060613632202,2462,24499,123,200.0,9,24600
0.0003,-8.835296630859375,0.012299681082367897,0.8384871482849121,26.191404020000004,-2.945079803466797,2482,24699,124,200.0,9,24800
0.0003,-9.215995788574219,0.012239117175340652,0.5093344449996948,25.918395770000007,-1.111301302909851,2502,24899,125,200.0,9,25000
0.0003,-8.639697074890137,0.012079454027116299,0.8200737237930298,27.235454510000004,-2.3866031169891357,2522,25099,126,200.0,9,25200
0.0003,-8.637116432189941,0.012132752686738968,0.8156200051307678,27.282790650000006,1.2317105531692505,2542,25299,127,200.0,9,25400
0.0003,-7.968407154083252,0.012093378230929375,0.6643379926681519,27.654972540000003,2.0519766807556152,2562,25499,128,200.0,9,25600
0.0003,-7.535350799560547,0.011979606002569199,0.6161508560180664,27.796037610000003,0.08394858241081238,2582,25699,129,200.0,9,25800
0.0003,-7.6512131690979,0.011986210942268372,0.965637743473053,28.243980890000003,-4.9186506271362305,2602,25899,130,200.0,9,26000
0.0003,-8.187299728393555,0.011910895816981792,1.127037763595581,28.335249680000008,-4.361598014831543,2622,26099,131,200.0,9,26200
0.0003,-8.190887451171875,0.011765867471694946,0.5314350724220276,28.28304426,-1.447196364402771,2642,26299,132,200.0,9,26400
0.0003,-7.525704383850098,0.011695822700858116,1.018397331237793,29.44739153,1.963710904121399,2662,26499,133,200.0,9,26600
0.0003,-7.4805169105529785,0.011496939696371555,0.48069411516189575,30.1365184,-3.6875839233398438,2682,26699,134,200.0,9,26800
0.0003,-7.186686992645264,0.011411767452955246,0.7526637315750122,31.051140869999998,-0.232102632522583,2702,26899,135,200.0,9,27000
0.0003,-6.783537864685059,0.0114030372351408,0.4699944853782654,32.31691616,1.3118963241577148,2722,27099,136,200.0,9,27200
0.0003,-8.521754264831543,0.011337650939822197,0.5580877661705017,33.37020674,-0.602493166923523,2742,27299,137,200.0,9,27400
0.0003,-7.266706466674805,0.011230281554162502,0.861695408821106,33.99652572,-0.38245975971221924,2762,27499,138,200.0,9,27600
0.0003,-7.174938201904297,0.011119908653199673,0.5573821067810059,35.08635216,-0.7060092687606812,2782,27699,139,200.0,9,27800
0.0003,-6.705466270446777,0.011058549396693707,0.5089602470397949,36.53641615,-1.0137392282485962,2802,27899,140,200.0,9,28000
0.0003,-7.6174116134643555,0.010965927504003048,0.5871203541755676,37.5236682,-3.719984292984009,2822,28099,141,200.0,9,28200
0.0003,-6.8598432540893555,0.010915459133684635,0.5501818656921387,38.68370609,-2.364140748977661,2842,28299,142,200.0,9,28400
0.0003,-7.038181304931641,0.010851201601326466,0.9156099557876587,39.68387667,-3.495643377304077,2862,28499,143,200.0,9,28600
0.0003,-6.647541522979736,0.010778730735182762,0.47539764642715454,41.18238265,2.322327136993408,2882,28699,144,200.0,9,28800
0.0003,-7.409524917602539,0.010869481600821018,0.4044558107852936,42.99707536999999,-2.8918025493621826,2902,28899,145,200.0,9,29000
0.0003,-7.040917873382568,0.010862481780350208,0.5821281671524048,44.537246429999996,3.121279239654541,2922,29099,146,200.0,9,29200
0.0003,-7.1190338134765625,0.010852417908608913,0.5345101952552795,45.9708474,-2.060976505279541,2942,29299,147,200.0,9,29400
0.0003,-7.099063396453857,0.010965043678879738,0.3189568519592285,47.13072026999999,-0.39821290969848633,2962,29499,148,200.0,9,29600
0.0003,-6.439660549163818,0.011001940816640854,0.4319920539855957,48.70713213,-5.998672008514404,2982,29699,149,200.0,9,29800
0.0003,-6.697788715362549,0.01093751285225153,0.3366163372993469,50.443477890000004,1.5801351070404053,3003,29899,150,200.0,9,30000
0.0003,-6.9497199058532715,0.010885016061365604,0.6085795164108276,52.576785740000005,-0.5808610916137695,3023,30099,151,200.0,9,30200
0.0003,-6.962471961975098,0.010822894051671028,0.48884063959121704,54.27502871000001,4.12348747253418,3043,30299,152,200.0,9,30400
0.0003,-7.0278215408325195,0.010909886099398136,0.47301042079925537,56.12619766000001,1.1364941596984863,3063,30499,153,200.0,9,30600
0.0003,-7.530900955200195,0.011007891036570072,0.8405718803405762,57.68835335000001,-3.9276185035705566,3083,30699,154,200.0,9,30800
0.0003,-7.122682571411133,0.01091360580176115,0.4220588803291321,59.16966068000001,0.1872713565826416,3103,30899,155,200.0,9,31000
0.0003,-6.906044960021973,0.011107995174825191,0.3592040538787842,60.761336650000004,0.5785026550292969,3123,31099,156,200.0,9,31200
0.0003,-7.816810607910156,0.011123419739305973,0.5403941869735718,62.44610301000001,-3.599454879760742,3143,31299,157,200.0,9,31400
0.0003,-6.818167686462402,0.01117810606956482,0.7694098949432373,63.920054629999996,2.129595994949341,3163,31499,158,200.0,9,31600
0.0003,-7.3585591316223145,0.011177636682987213,0.5584209561347961,65.52140256000001,1.1336877346038818,3183,31699,159,200.0,9,31800
0.0003,-6.938111782073975,0.011211864650249481,0.3888038396835327,66.84772679000001,-1.8083449602127075,3203,31899,160,200.0,9,32000
0.0003,-7.022500991821289,0.011264395900070667,0.45789995789527893,68.49138815,1.4126427173614502,3223,32099,161,200.0,9,32200
0.0003,-7.7188310623168945,0.01126226969063282,0.7413205504417419,70.40936088000001,0.645841658115387,3243,32299,162,200.0,9,32400
0.0003,-7.766386032104492,0.011388784274458885,0.32063066959381104,71.81184487,-0.8230470418930054,3263,32499,163,200.0,9,32600
0.0003,-7.54595947265625,0.011476147919893265,0.32937753200531006,73.05356888000001,1.3304240703582764,3283,32699,164,200.0,9,32800
0.0003,-8.075555801391602,0.011590034700930119,0.6931155920028687,74.83273411,-2.4219436645507812,3303,32899,165,200.0,9,33000
0.0003,-7.401148319244385,0.011633765883743763,0.46328651905059814,76.3818822,0.9404224157333374,3323,33099,166,200.0,9,33200
0.0003,-7.650691509246826,0.011650264263153076,0.49320530891418457,77.56111360999999,-1.4444305896759033,3343,33299,167,200.0,9,33400
0.0003,-8.130596160888672,0.011839457787573338,0.5391347408294678,78.80792322999999,5.7048234939575195,3363,33499,168,200.0,9,33600
0.0003,-7.190430164337158,0.012068514712154865,0.3698655962944031,80.10681343999998,1.154625415802002,3383,33699,169,200.0,9,33800
0.0003,-7.6506242752075195,0.012117194011807442,0.3481582999229431,81.22393470999998,-1.1869640350341797,3403,33899,170,200.0,9,34000
0.0003,-8.349712371826172,0.012075929902493954,1.2163307666778564,82.53911289999998,-0.35748541355133057,3423,34099,171,200.0,9,34200
0.0003,-7.7191267013549805,0.012153719551861286,0.4244212508201599,83.60099926,-0.6313562989234924,3443,34299,172,200.0,9,34400
0.0003,-8.03126335144043,0.012170021422207355,0.60139000415802,84.76119890999999,-0.7957730293273926,3463,34499,173,200.0,9,34600
0.0003,-7.790403366088867,0.01220633927732706,0.3343063294887543,85.6590995,-1.8965816497802734,3483,34699,174,200.0,9,34800
0.0003,-8.400124549865723,0.01238712016493082,0.5896939039230347,86.66027120000001,-2.3848085403442383,3503,34899,175,200.0,9,35000
0.0003,-8.560389518737793,0.012417037971317768,0.5600998997688293,87.17769032,-2.3459086418151855,3523,35099,176,200.0,9,35200
0.0003,-8.080971717834473,0.012489876709878445,0.3982924818992615,87.93018575,1.609442949295044,3543,35299,177,200.0,9,35400
0.0003,-8.578182220458984,0.012643685564398766,0.2747631371021271,89.11139171999999,2.812016010284424,3563,35499,178,200.0,9,35600
0.0003,-8.368541717529297,0.012688420712947845,0.482930988073349,89.85733809999999,0.7924183011054993,3583,35699,179,200.0,9,35800
0.0003,-9.022686004638672,0.012690139003098011,0.3815922737121582,90.92155254,-2.1587753295898438,3603,35899,180,200.0,9,36000
0.0003,-8.776921272277832,0.01278353575617075,0.3474271595478058,91.03157327999998,1.8542957305908203,3623,36099,181,200.0,9,36200
0.0003,-8.830620765686035,0.01276419684290886,0.43815088272094727,91.92577074999997,-0.9571369886398315,3643,36299,182,200.0,9,36400
0.0003,-8.628361701965332,0.01286761462688446,0.4227009415626526,92.78396563999996,-1.0665385723114014,3663,36499,183,200.0,9,36600
0.0003,-9.287555694580078,0.01295439526438713,0.4431558847427368,93.62091219999998,-2.039612293243408,3683,36699,184,200.0,9,36800
0.0003,-8.662897109985352,0.012991448864340782,0.5173457264900208,94.50046249999997,2.334224224090576,3703,36899,185,200.0,9,37000
0.0003,-8.545806884765625,0.013016710989177227,0.35442712903022766,95.24338408,3.640517234802246,3723,37099,186,200.0,9,37200
0.0003,-8.844747543334961,0.01307043619453907,0.46090638637542725,96.27632484999998,4.857137203216553,3743,37299,187,200.0,9,37400
0.0003,-8.939136505126953,0.01317040529102087,0.5175626277923584,96.84459270999996,-3.511399030685425,3763,37499,188,200.0,9,37600
0.0003,-9.672661781311035,0.013357087038457394,0.44591811299324036,98.11018491,5.494524002075195,3783,37699,189,200.0,9,37800
0.0003,-9.042387962341309,0.013442053459584713,0.3051607012748718,98.49664074999998,-0.3096977770328522,3803,37899,190,200.0,9,38000
0.0003,-9.191980361938477,0.013528076000511646,0.346068412065506,99.36446003,2.4699883460998535,3823,38099,191,200.0,9,38200
0.0003,-9.071718215942383,0.013629484921693802,0.6633950471878052,99.93042984,-2.761549949645996,3843,38299,192,200.0,9,38400
0.0003,-8.868673324584961,0.013644987717270851,0.863974928855896,100.51377464,-1.6943202018737793,3863,38499,193,200.0,9,38600
0.0003,-9.382643699645996,0.013735799118876457,0.5957926511764526,101.77765743,-0.41695672273635864,3883,38699,194,200.0,9,38800
0.0003,-9.403606414794922,0.013808298856019974,0.4588383734226227,102.57938524000001,-0.514674723148346,3904,38899,195,200.0,9,39000
0.0003,-9.111031532287598,0.01397745031863451,0.696794867515564,104.45052950000002,1.8831582069396973,3924,39099,196,200.0,9,39200
0.0003,-9.946298599243164,0.014069776982069016,0.3425326943397522,105.50899824000003,-1.2177741527557373,3944,39299,197,200.0,9,39400
0.0003,-9.535918235778809,0.014305287040770054,0.5840691924095154,106.68690555,-1.450728178024292,3964,39499,198,200.0,9,39600
0.0003,-9.083477020263672,0.01435614749789238,0.602837324142456,108.21091983000001,-0.18472719192504883,3984,39699,199,200.0,9,39800
0.0003,-9.547975540161133,0.014468882232904434,0.4862346947193146,109.70393405,0.7657797336578369,4004,39899,200,200.0,9,40000
0.0003,-9.64365291595459,0.014684153720736504,0.6429886817932129,111.89909551000002,-0.07350140810012817,4024,40099,201,200.0,9,40200
0.0003,-9.638038635253906,0.014673261903226376,0.40521174669265747,113.22552189000002,1.575495719909668,4044,40299,202,200.0,9,40400
0.0003,-9.879769325256348,0.014551390893757343,0.3718067407608032,115.58336809000002,3.668839454650879,4064,40499,203,200.0,9,40600
0.0003,-9.671405792236328,0.014744078740477562,0.4093576967716217,117.63941385,0.07539279758930206,4084,40699,204,200.0,9,40800
0.0003,-9.342490196228027,0.015016337856650352,0.4440290331840515,119.97113083,-1.544577956199646,4104,40899,205,200.0,9,41000
0.0003,-9.817680358886719,0.015095876529812813,0.49305465817451477,122.62870962000002,-1.2155203819274902,4124,41099,206,200.0,9,41200
0.0003,-10.132253646850586,0.015137489885091782,0.3582608699798584,125.13175473999999,3.138725996017456,4144,41299,207,200.0,9,41400
0.0003,-10.169837951660156,0.015111555345356464,0.3041180372238159,127.78845585,-1.6155602931976318,4164,41499,208,200.0,9,41600
0.0003,-10.175004005432129,0.015120767056941986,0.3765788972377777,130.73233,-4.158388137817383,4184,41699,209,200.0,9,41800
0.0003,-10.335333824157715,0.015271637588739395,0.4015212059020996,132.93629864000002,0.13095927238464355,4204,41899,210,200.0,9,42000
0.0003,-10.609208106994629,0.015354279428720474,0.34528088569641113,135.27017269,4.686639785766602,4224,42099,211,200.0,9,42200
0.0003,-9.965991973876953,0.015396677888929844,0.47289788722991943,137.61688541,1.4805642366409302,4244,42299,212,200.0,9,42400
0.0003,-10.452133178710938,0.01538894884288311,0.5211137533187866,140.06440956000003,1.2771375179290771,4264,42499,213,200.0,9,42600
0.0003,-9.349082946777344,0.01531496923416853,0.5674124956130981,142.34039913,2.4597585201263428,4284,42699,214,200.0,9,42800
0.0003,-10.581205368041992,0.01532776840031147,0.7255648970603943,144.62952281,-3.3080601692199707,4304,42899,215,200.0,9,43000
0.0003,-9.844569206237793,0.015204883180558681,0.4395562410354614,146.94024518999998,-4.050107479095459,4324,43099,216,200.0,9,43200
0.0003,-10.233016014099121,0.01534691546112299,0.3754670321941376,148.75589412,-0.0329020619392395,4344,43299,217,200.0,9,43400
0.0003,-10.248739242553711,0.015385104343295097,0.4982328414916992,150.92630123,-0.3380548357963562,4364,43499,218,200.0,9,43600
0.0003,-10.524444580078125,0.015468964353203773,0.38765397667884827,153.11461887000002,0.8729817271232605,4384,43699,219,200.0,9,43800
0.0003,-11.068083763122559,0.015639400109648705,0.4015119671821594,155.65506735,3.428791046142578,4404,43899,220,200.0,9,44000
0.0003,-11.255187034606934,0.015597285702824593,0.36589908599853516,157.98253579000001,-3.222134590148926,4424,44099,221,200.0,9,44200
0.0003,-10.825353622436523,0.015584350563585758,0.24698659777641296,160.11631134,-1.5714399814605713,4444,44299,222,200.0,9,44400
0.0003,-10.592728614807129,0.015712760388851166,0.46597862243652344,163.16462551,-1.071022868156433,4464,44499,223,200.0,9,44600
0.0003,-10.1483154296875,0.01586177386343479,0.6180919408798218,165.19241476000002,-0.924456000328064,4484,44699,224,200.0,9,44800
0.0003,-11.299817085266113,0.015919065102934837,0.262387752532959,167.97733722,0.16125698387622833,4504,44899,225,200.0,9,45000
0.0003,-11.080607414245605,0.015957849100232124,0.4693039655685425,169.25127144,0.9497233033180237,4524,45099,226,200.0,9,45200
0.0003,-11.342031478881836,0.015966616570949554,0.5190510153770447,171.76847311,-0.12606287002563477,4544,45299,227,200.0,9,45400
0.0003,-11.205625534057617,0.016031600534915924,0.33447539806365967,173.79879923000004,-0.3576187491416931,4564,45499,228,200.0,9,45600
0.0003,-11.408848762512207,0.015986690297722816,0.45617571473121643,175.74123780000002,2.3482747077941895,4584,45699,229,200.0,9,45800
0.0003,-10.549856185913086,0.016080008819699287,0.4282500445842743,177.76890842,-2.301258087158203,4604,45899,230,200.0,9,46000
0.0003,-11.445331573486328,0.016160782426595688,0.45392200350761414,180.03891905,1.5356721878051758,4624,46099,231,200.0,9,46200
0.0003,-11.488253593444824,0.01631009392440319,0.36302560567855835,182.50489789000002,-1.181727409362793,4644,46299,232,200.0,9,46400
0.0003,-11.415142059326172,0.016255883499979973,0.5629900693893433,184.06623985000002,0.9784042835235596,4664,46499,233,200.0,9,46600
0.0003,-11.95742130279541,0.016328910365700722,0.43806689977645874,185.84268858000004,1.4884978532791138,4684,46699,234,200.0,9,46800
0.0003,-11.54383373260498,0.016469933092594147,0.39094310998916626,187.12976079,-4.394442558288574,4704,46899,235,200.0,9,47000
0.0003,-11.589919090270996,0.0165414921939373,0.4834786057472229,188.29699121,-0.9163205623626709,4724,47099,236,200.0,9,47200
0.0003,-11.721687316894531,0.01666518673300743,0.44027554988861084,189.62380302000003,-0.7159464955329895,4744,47299,237,200.0,9,47400
0.0003,-11.045676231384277,0.01663685031235218,0.4442354440689087,191.54840521999998,-2.8180999755859375,4764,47499,238,200.0,9,47600
0.0003,-11.381451606750488,0.0165407657623291,0.5804166793823242,192.85618274000004,1.679848313331604,4784,47699,239,200.0,9,47800
0.0003,-12.376056671142578,0.016611801460385323,0.4478939175605774,193.92193369000003,-0.06972700357437134,4805,47899,240,200.0,9,48000
0.0003,-11.854899406433105,0.016586054116487503,0.44670724868774414,195.15238498000002,1.630096435546875,4825,48099,241,200.0,9,48200
0.0003,-11.868326187133789,0.016513435170054436,0.5373840928077698,196.58719176000002,3.960076093673706,4845,48299,242,200.0,9,48400
0.0003,-11.906022071838379,0.016846418380737305,0.5478050112724304,197.91848989000002,-1.6944199800491333,4865,48499,243,200.0,9,48600
0.0003,-11.893784523010254,0.016932010650634766,0.5678560733795166,198.98748396,2.333287000656128,4885,48699,244,200.0,9,48800
0.0003,-11.870450973510742,0.0168414618819952,0.39888516068458557,199.80561185,0.9561493396759033,4905,48899,245,200.0,9,49000
0.0003,-12.614599227905273,0.016999730840325356,0.49699652194976807,200.71541372,1.6971756219863892,4925,49099,246,200.0,9,49200
0.0003,-12.525222778320312,0.016935812309384346,0.29566192626953125,201.6584145,1.1836216449737549,4945,49299,247,200.0,9,49400
0.0003,-11.94196891784668,0.016974596306681633,0.36457401514053345,202.81746933000002,0.16512584686279297,4965,49499,248,200.0,9,49600
0.0003,-12.505815505981445,0.017087241634726524,0.6026302576065063,203.54614847000005,-0.8925906419754028,4985,49699,249,200.0,9,49800
0.0003,-12.438180923461914,0.01712406799197197,0.4177604913711548,204.19002763,3.3877389430999756,5005,49899,250,200.0,9,50000
0.0003,-12.863136291503906,0.017115546390414238,0.9799800515174866,204.95114068999996,1.6678271293640137,5025,50099,251,200.0,9,50200
0.0003,-11.83470630645752,0.01722520962357521,0.32721248269081116,205.62836735999997,-1.7581604719161987,5045,50299,252,200.0,9,50400
0.0003,-12.342867851257324,0.01713675446808338,0.39256522059440613,206.26295878999997,-0.48672065138816833,5065,50499,253,200.0,9,50600
0.0003,-12.778604507446289,0.017269404605031013,0.6465956568717957,206.92546065,0.06399351358413696,5085,50699,254,200.0,9,50800
0.0003,-12.586037635803223,0.01735917292535305,0.9805209636688232,207.70242457999996,-4.164759635925293,5105,50899,255,200.0,9,51000
0.0003,-12.547250747680664,0.017351428046822548,0.8579539060592651,208.42198684,4.028959274291992,5125,51099,256,200.0,9,51200
0.0003,-12.74515151977539,0.017310958355665207,0.4677181839942932,208.93439708999998,-0.24293678998947144,5145,51299,257,200.0,9,51400
0.0003,-12.940816879272461,0.017606697976589203,0.4098241329193115,209.5585465,-1.696589469909668,5165,51499,258,200.0,9,51600
0.0003,-12.843284606933594,0.017567994073033333,0.40419381856918335,210.21766571,-1.7681105136871338,5185,51699,259,200.0,9,51800
0.0003,-13.028532028198242,0.017455849796533585,0.282772958278656,210.96840007,-0.07418166100978851,5205,51899,260,200.0,9,52000
0.0003,-13.431225776672363,0.017533037811517715,0.8004016876220703,211.69691273000004,1.8675453662872314,5225,52099,261,200.0,9,52200
0.0003,-13.060620307922363,0.017487600445747375,0.359200119972229,212.27634308,-0.2873951196670532,5245,52299,262,200.0,9,52400
0.0003,-12.983464241027832,0.0174803975969553,0.8808691501617432,211.99271203,-0.04229554533958435,5265,52499,263,200.0,9,52600
0.0003,-13.30691146850586,0.017357543110847473,0.6095671057701111,209.55476258,-0.8660672307014465,5285,52699,264,200.0,9,52800
0.0003,-13.524191856384277,0.01725810207426548,0.8090460300445557,207.96922904999997,-2.409203290939331,5305,52899,265,200.0,9,53000
0.0003,-12.940316200256348,0.017096566036343575,0.4754539132118225,208.51190861999999,3.4105539321899414,5325,53099,266,200.0,9,53200
0.0003,-13.219399452209473,0.017127016559243202,0.3067837953567505,209.17171448999997,-0.9033176898956299,5345,53299,267,200.0,9,53400
0.0003,-13.108670234680176,0.017026565968990326,0.544818639755249,209.54947806,1.700844168663025,5365,53499,268,200.0,9,53600
0.0003,-13.76511287689209,0.016962062567472458,0.3972088694572449,210.24555379999998,-0.4383193850517273,5385,53699,269,200.0,9,53800
0.0003,-13.157990455627441,0.017137710005044937,1.073489785194397,210.94734692999998,-0.16712886095046997,5405,53899,270,200.0,9,54000
0.0003,-13.227890014648438,0.01721900887787342,0.37969690561294556,211.50033291,0.8701690435409546,5425,54099,271,200.0,9,54200
0.0003,-13.082568168640137,0.01712482050061226,0.45661595463752747,212.05812387000003,0.1735062599182129,5445,54299,272,200.0,9,54400
0.0003,-13.157326698303223,0.01709582284092903,2.0672013759613037,212.60827874999998,-1.749525547027588,5465,54499,273,200.0,9,54600
0.0003,-13.344245910644531,0.016959959641098976,0.40439608693122864,213.02175923000001,-2.208974599838257,5485,54699,274,200.0,9,54800
0.0003,-13.574833869934082,0.01703900843858719,1.6267735958099365,213.52665553000003,-0.6116471290588379,5505,54899,275,200.0,9,55000
0.0003,-12.92554759979248,0.01692087948322296,0.6116585731506348,214.46054026000002,-1.3956298828125,5525,55099,276,200.0,9,55200
0.0003,-13.360394477844238,0.01691220887005329,0.4464768171310425,215.10297113000001,-0.10615122318267822,5545,55299,277,200.0,9,55400
0.0003,-13.495229721069336,0.01691717654466629,0.39842474460601807,215.87349682,-2.8924202919006348,5565,55499,278,200.0,9,55600
0.0003,-12.767247200012207,0.016977647319436073,0.6855732202529907,216.48906850000003,1.6153250932693481,5585,55699,279,200.0,9,55800
0.0003,-13.198532104492188,0.016984926536679268,0.666294276714325,217.00072644,-3.3243911266326904,5605,55899,280,200.0,9,56000
0.0003,-12.890018463134766,0.016915207728743553,0.5623759031295776,218.3231559,0.10473066568374634,5625,56099,281,200.0,9,56200
0.0003,-13.729040145874023,0.017154274508357048,0.3416289687156677,219.09548660000002,0.08654212951660156,5645,56299,282,200.0,9,56400
0.0003,-13.290155410766602,0.01731780171394348,0.7845052480697632,219.68577951,-1.397692084312439,5665,56499,283,200.0,9,56600
0.0003,-13.163619995117188,0.01740419492125511,1.6429932117462158,220.1424029,-3.55118989944458,5685,56699,284,200.0,9,56800
0.0003,-13.891051292419434,0.017346365377306938,0.368875652551651,221.36488778000003,-0.2093796730041504,5705,56899,285,200.0,9,57000
0.0003,-12.9197416305542,0.01746213622391224,0.7209759950637817,222.0244642,1.5995442867279053,5726,57099,286,200.0,9,57200
0.0003,-13.340901374816895,0.01753404177725315,0.35735732316970825,222.55029113,-3.298161268234253,5746,57299,287,200.0,9,57400
0.0003,-13.572458267211914,0.01764010079205036,0.3707886040210724,223.00634327,0.8934329152107239,5766,57499,288,200.0,9,57600
0.0003,-13.382079124450684,0.017587481066584587,0.5716235041618347,223.51142310999995,-0.10534220933914185,5786,57699,289,200.0,9,57800
0.0003,-13.567024230957031,0.01751338504254818,0.44764989614486694,224.20880038999996,-2.6364738941192627,5806,57899,290,200.0,9,58000
0.0003,-13.931599617004395,0.01764693297445774,0.8215861320495605,224.45837478,1.025984525680542,5826,58099,291,200.0,9,58200
0.0003,-13.718793869018555,0.017789572477340698,0.5783342123031616,224.88153376999998,-1.0544862747192383,5846,58299,292,200.0,9,58400
0.0003,-12.956585884094238,0.017762422561645508,0.43484586477279663,225.34819374999998,-1.247434377670288,5866,58499,293,200.0,9,58600
0.0003,-13.575828552246094,0.017712749540805817,1.010015606880188,225.98882402000004,-2.288512945175171,5886,58699,294,200.0,9,58800
0.0003,-13.723938941955566,0.01777891255915165,0.4283352494239807,226.30847606,1.2952253818511963,5906,58899,295,200.0,9,59000
0.0003,-13.82528018951416,0.017849568277597427,0.3460017442703247,226.61828998,-1.4153988361358643,5926,59099,296,200.0,9,59200
